load,parallelization_strategy,frequency,request_type,energy
0.5,TP4,1400,SM,126.08254098360655
1.0,TP4,1400,SM,128.0903070539419
1.5,TP4,1400,SM,129.123828125
2.0,TP4,1400,SM,131.22845312500002
2.5,TP4,1400,SM,133.76
3.0,TP4,1400,SM,135.60563076923077
3.5,TP4,1400,SM,131.46932330827067
4.0,TP4,1400,SM,131.53042647058822
4.5,TP4,1400,SM,130.25291228070176
5.0,TP4,1400,SM,131.45670989761092
0.5,TP4,1600,SM,143.87019834710745
1.0,TP4,1600,SM,147.00739748953976
1.5,TP4,1600,SM,150.374544
2.0,TP4,1600,SM,151.7494431372549
2.5,TP4,1600,SM,152.4513870967742
3.0,TP4,1600,SM,155.29735384615384
3.5,TP4,1600,SM,153.08190839694657
4.0,TP4,1600,SM,152.16542647058824
4.5,TP4,1600,SM,152.81515107913668
5.0,TP4,1600,SM,152.90729166666668
0.5,TP4,1800,SM,157.51239669421489
1.0,TP4,1800,SM,159.83571666666666
1.5,TP4,1800,SM,164.84207999999998
2.0,TP4,1800,SM,166.81176377952755
2.5,TP4,1800,SM,170.18599999999998
3.0,TP4,1800,SM,172.283007751938
3.5,TP4,1800,SM,166.00807662835248
4.0,TP4,1800,SM,166.70109363295882
4.5,TP4,1800,SM,169.62763636363636
5.0,TP4,1800,SM,169.33399298245615
0.5,TP4,1980,SM,160.29752697095435
1.0,TP4,1980,SM,163.47703765690378
1.5,TP4,1980,SM,167.37601606425702
2.0,TP4,1980,SM,167.76981102362205
2.5,TP4,1980,SM,172.1501475409836
3.0,TP4,1980,SM,173.4197984496124
3.5,TP4,1980,SM,170.31899613899614
4.0,TP4,1980,SM,169.6734126394052
4.5,TP4,1980,SM,171.11424175824177
5.0,TP4,1980,SM,172.62744876325087
0.5,TP4,800,SL,89.39347268408551
1.0,TP4,800,SL,90.16992147806005
1.5,TP4,800,SL,89.54188381742739
2.0,TP4,800,SL,88.373512
2.5,TP4,800,SL,88.64956213017751
3.0,TP4,800,SL,86.37820521739131
3.5,TP4,800,SL,87.3938909090909
4.0,TP4,800,SL,88.22506750392465
0.5,TP4,1000,SL,98.91013829787234
1.0,TP4,1000,SL,99.77066318537858
1.5,TP4,1000,SL,97.98722673031027
2.0,TP4,1000,SL,98.02522654462243
2.5,TP4,1000,SL,96.66744642857144
3.0,TP4,1000,SL,94.90539759036145
3.5,TP4,1000,SL,95.86779467680608
4.0,TP4,1000,SL,94.74936200716846
0.5,TP4,1200,SL,107.64184527220631
1.0,TP4,1200,SL,107.98055211267605
1.5,TP4,1200,SL,107.46585012919897
2.0,TP4,1200,SL,106.05877000000001
2.5,TP4,1200,SL,104.61926392251816
3.0,TP4,1200,SL,103.49825389755011
3.5,TP4,1200,SL,102.61094386694387
4.0,TP4,1200,SL,102.366671875
0.5,TP4,1400,SL,127.25265868263473
1.0,TP4,1400,SL,126.6470705882353
1.5,TP4,1400,SL,128.08464130434783
2.0,TP4,1400,SL,126.79231746031746
2.5,TP4,1400,SL,123.8200716112532
3.0,TP4,1400,SL,123.63744522144522
3.5,TP4,1400,SL,123.54364601769912
4.0,TP4,1400,SL,122.59620920502091
0.5,TP4,1600,SL,146.53487116564418
1.0,TP4,1600,SL,148.39801812688822
1.5,TP4,1600,SL,150.28328611898016
2.0,TP4,1600,SL,144.9157546666667
2.5,TP4,1600,SL,144.17828421052633
3.0,TP4,1600,SL,140.89550593824228
3.5,TP4,1600,SL,141.4283537414966
4.0,TP4,1600,SL,142.2989785407725
0.5,TP4,1800,SL,159.5381728395062
1.0,TP4,1800,SL,161.1750731707317
1.5,TP4,1800,SL,163.6194090909091
2.0,TP4,1800,SL,162.20225274725274
2.5,TP4,1800,SL,157.68121693121694
3.0,TP4,1800,SL,156.2916811594203
3.5,TP4,1800,SL,156.31009610983983
4.0,TP4,1800,SL,156.96466522678185
0.5,TP4,1980,SL,161.34934984520126
1.0,TP4,1980,SL,162.74206134969324
1.5,TP4,1980,SL,165.81981556195967
2.0,TP4,1980,SL,163.34701369863012
2.5,TP4,1980,SL,158.66655026455027
3.0,TP4,1980,SL,159.2392895377129
3.5,TP4,1980,SL,158.8202222222222
4.0,TP4,1980,SL,160.1177797356828
0.5,TP4,800,MS,90.09763302752293
1.0,TP4,800,MS,95.07542857142856
1.5,TP4,800,MS,98.4
2.0,TP4,800,MS,99.9015
2.5,TP4,800,MS,104.10761990950226
3.0,TP4,800,MS,106.45667796610171
0.5,TP4,1000,MS,93.83203738317758
1.0,TP4,1000,MS,100.26043809523809
1.5,TP4,1000,MS,107.42197285067874
2.0,TP4,1000,MS,109.91736936936937
2.5,TP4,1000,MS,111.58796279069767
3.0,TP4,1000,MS,116.83064864864865
0.5,TP4,1200,MS,98.02888461538463
1.0,TP4,1200,MS,110.25417647058823
1.5,TP4,1200,MS,117.46353703703704
2.0,TP4,1200,MS,119.13251376146789
2.5,TP4,1200,MS,122.06407582938388
3.0,TP4,1200,MS,124.67433789954337
0.5,TP4,1400,MS,110.73072463768115
1.0,TP4,1400,MS,128.52165174129354
1.5,TP4,1400,MS,140.04104265402844
2.0,TP4,1400,MS,139.2159078341014
2.5,TP4,1400,MS,146.40366829268294
3.0,TP4,1400,MS,149.30361290322583
0.5,TP4,1600,MS,125.41902912621359
1.0,TP4,1600,MS,149.19441584158417
1.5,TP4,1600,MS,163.00566507177035
2.0,TP4,1600,MS,163.39650467289718
2.5,TP4,1600,MS,170.72068965517244
3.0,TP4,1600,MS,174.3280737327189
0.5,TP4,1800,MS,135.77802955665024
1.0,TP4,1800,MS,160.83057425742575
1.5,TP4,1800,MS,174.6382009569378
2.0,TP4,1800,MS,176.71227649769585
2.5,TP4,1800,MS,184.8155317073171
3.0,TP4,1800,MS,188.9501395348837
0.5,TP4,1980,MS,140.82474876847292
1.0,TP4,1980,MS,161.99387192118226
1.5,TP4,1980,MS,175.2554095238095
2.0,TP4,1980,MS,181.01105660377357
2.5,TP4,1980,MS,186.67399014778326
3.0,TP4,1980,MS,191.29557407407407
0.5,TP4,800,MM,91.21941637010676
1.0,TP4,800,MM,93.82565371024735
1.5,TP4,800,MM,97.04422666666666
2.0,TP4,800,MM,96.0966517571885
2.5,TP4,800,MM,96.7345375
3.0,TP4,800,MM,96.77627855153203
0.5,TP4,1000,MM,100.50185551330799
1.0,TP4,1000,MM,103.24987072243346
1.5,TP4,1000,MM,106.12487769784173
2.0,TP4,1000,MM,108.84397163120568
2.5,TP4,1000,MM,108.02190877192982
3.0,TP4,1000,MM,108.18794888178914
0.5,TP4,1200,MM,109.79322222222223
1.0,TP4,1200,MM,113.69938955823294
1.5,TP4,1200,MM,116.19592452830187
2.0,TP4,1200,MM,117.56067415730337
2.5,TP4,1200,MM,116.41192565055762
3.0,TP4,1200,MM,118.3028373702422
0.5,TP4,1400,MM,130.2010124481328
1.0,TP4,1400,MM,134.43909836065575
1.5,TP4,1400,MM,139.47399215686275
2.0,TP4,1400,MM,138.92847509578544
2.5,TP4,1400,MM,143.61800784313724
3.0,TP4,1400,MM,141.39279715302493
0.5,TP4,1600,MM,151.1841991701245
1.0,TP4,1600,MM,152.5780580912863
1.5,TP4,1600,MM,161.66197590361446
2.0,TP4,1600,MM,161.93642023346305
2.5,TP4,1600,MM,168.60195161290324
3.0,TP4,1600,MM,163.00604379562046
0.5,TP4,1800,MM,160.85508713692946
1.0,TP4,1800,MM,166.4124481327801
1.5,TP4,1800,MM,175.24299601593626
2.0,TP4,1800,MM,176.90594552529183
2.5,TP4,1800,MM,182.1349236947791
3.0,TP4,1800,MM,179.86548148148148
0.5,TP4,1980,MM,164.9649958506224
1.0,TP4,1980,MM,167.09234999999998
1.5,TP4,1980,MM,176.12195238095237
2.0,TP4,1980,MM,180.66917460317458
2.5,TP4,1980,MM,184.10437096774191
3.0,TP4,1980,MM,179.96129411764707
0.5,TP4,800,ML,90.7551214953271
1.0,TP4,800,ML,91.88030493273543
1.5,TP4,800,ML,89.98010666666666
2.0,TP4,800,ML,90.22685819521179
2.5,TP4,800,ML,90.46679151943462
0.5,TP4,1000,ML,100.67091199999999
1.0,TP4,1000,ML,101.66256777493605
1.5,TP4,1000,ML,101.14283035714286
2.0,TP4,1000,ML,100.79074678111587
2.5,TP4,1000,ML,100.16764081632653
0.5,TP4,1200,ML,110.75649425287357
1.0,TP4,1200,ML,110.8401108033241
1.5,TP4,1200,ML,111.28056862745099
2.0,TP4,1200,ML,110.83052830188679
2.5,TP4,1200,ML,107.47731250000001
0.5,TP4,1400,ML,127.97702077151335
1.0,TP4,1400,ML,131.84954838709677
1.5,TP4,1400,ML,132.8292565445026
2.0,TP4,1400,ML,129.01165174129355
2.5,TP4,1400,ML,129.88771631205674
0.5,TP4,1600,ML,150.53842944785276
1.0,TP4,1600,ML,152.75991641791046
1.5,TP4,1600,ML,154.71032258064517
2.0,TP4,1600,ML,152.5489847715736
2.5,TP4,1600,ML,149.90384428223845
0.5,TP4,1800,ML,162.91267278287464
1.0,TP4,1800,ML,165.64079279279278
1.5,TP4,1800,ML,170.91231693989073
2.0,TP4,1800,ML,167.6826907216495
2.5,TP4,1800,ML,165.19603921568626
0.5,TP4,1980,ML,165.42862962962965
1.0,TP4,1980,ML,169.7941641337386
1.5,TP4,1980,ML,173.27244077134986
2.0,TP4,1980,ML,169.65542708333334
2.5,TP4,1980,ML,166.51312039312037
0.5,TP4,800,LS,82.64565803108809
1.0,TP4,800,LS,115.15559999999999
1.5,TP4,800,LS,138.907341991342
2.0,TP4,800,LS,142.2639527559055
0.5,TP4,1000,LS,81.67225130890053
1.0,TP4,1000,LS,117.65106521739129
1.5,TP4,1000,LS,148.5660925925926
2.0,TP4,1000,LS,166.0873043478261
0.5,TP4,1200,LS,83.37579057591623
1.0,TP4,1200,LS,118.9962608695652
1.5,TP4,1200,LS,154.9850576923077
2.0,TP4,1200,LS,177.00843564356435
0.5,TP4,1400,LS,95.7163422459893
1.0,TP4,1400,LS,135.06237837837838
1.5,TP4,1400,LS,181.88834
2.0,TP4,1400,LS,210.32194923857867
0.5,TP4,1600,LS,106.35018947368421
1.0,TP4,1600,LS,147.90854054054054
1.5,TP4,1600,LS,193.61244444444446
2.0,TP4,1600,LS,224.3793435897436
0.5,TP4,1800,LS,113.51389247311828
1.0,TP4,1800,LS,155.70826373626372
1.5,TP4,1800,LS,204.00040609137056
2.0,TP4,1800,LS,230.07652791878172
0.5,TP4,1980,LS,111.2006203208556
1.0,TP4,1980,LS,155.04183606557376
1.5,TP4,1980,LS,198.87292000000002
2.0,TP4,1980,LS,225.87359595959597
0.5,TP4,800,LM,83.50338947368421
1.0,TP4,800,LM,115.28960846560847
1.5,TP4,800,LM,140.4151754385965
2.0,TP4,800,LM,141.33716078431374
0.5,TP4,1000,LM,83.28414583333334
1.0,TP4,1000,LM,114.66308510638298
1.5,TP4,1000,LM,146.36805504587156
2.0,TP4,1000,LM,164.7165167464115
0.5,TP4,1200,LM,83.44672340425532
1.0,TP4,1200,LM,117.7671871657754
1.5,TP4,1200,LM,153.63697607655502
2.0,TP4,1200,LM,179.4751
0.5,TP4,1400,LM,97.5024
1.0,TP4,1400,LM,136.80918279569894
1.5,TP4,1400,LM,181.77598
2.0,TP4,1400,LM,209.2838592964824
0.5,TP4,1600,LM,105.98382978723404
1.0,TP4,1600,LM,146.2791475409836
1.5,TP4,1600,LM,192.5920203045685
2.0,TP4,1600,LM,217.5227474747475
0.5,TP4,1800,LM,109.18185263157895
1.0,TP4,1800,LM,153.07478918918918
1.5,TP4,1800,LM,200.39419095477388
2.0,TP4,1800,LM,225.99334010152285
0.5,TP4,1980,LM,109.9568253968254
1.0,TP4,1980,LM,152.6618924731183
1.5,TP4,1980,LM,199.403216080402
2.0,TP4,1980,LM,231.38203076923077
0.5,TP4,800,LL,84.80192513368985
1.0,TP4,800,LL,113.93183157894737
1.5,TP4,800,LL,139.18229310344827
0.5,TP4,1000,LL,83.96446073298429
1.0,TP4,1000,LL,115.2749574468085
1.5,TP4,1000,LL,147.88396313364055
0.5,TP4,1200,LL,84.52841884816753
1.0,TP4,1200,LL,118.97133333333335
1.5,TP4,1200,LL,154.85436893203882
0.5,TP4,1400,LL,95.83214814814815
1.0,TP4,1400,LL,135.16515846994537
1.5,TP4,1400,LL,182.86896000000002
0.5,TP4,1600,LL,105.87053191489362
1.0,TP4,1600,LL,144.67871739130436
1.5,TP4,1600,LL,191.30329648241207
0.5,TP4,1800,LL,110.93443010752688
1.0,TP4,1800,LL,153.74010869565217
1.5,TP4,1800,LL,200.3385527638191
0.5,TP4,1980,LL,109.85332620320855
1.0,TP4,1980,LL,151.87610695187166
1.5,TP4,1980,LL,197.67918811881185
0.5,TP2,800,SS,52.31531034482759
1.0,TP2,800,SS,53.312181034482755
1.5,TP2,800,SS,54.632699588477365
2.0,TP2,800,SS,54.83263157894737
2.5,TP2,800,SS,55.71516317991632
3.0,TP2,800,SS,55.77994488188976
3.5,TP2,800,SS,55.739044444444446
4.0,TP2,800,SS,56.38638129496403
4.5,TP2,800,SS,56.20448184818481
5.0,TP2,800,SS,57.45512536443149
5.5,TP2,800,SS,57.216762711864405
6.0,TP2,800,SS,57.652613333333335
6.5,TP2,800,SS,57.61163725490196
7.0,TP2,800,SS,57.921231527093596
0.5,TP2,1000,SS,58.829
1.0,TP2,1000,SS,59.89902242152466
1.5,TP2,1000,SS,61.47400873362446
2.0,TP2,1000,SS,62.201744680851064
2.5,TP2,1000,SS,62.90225777777778
3.0,TP2,1000,SS,63.83584810126582
3.5,TP2,1000,SS,63.410861924686195
4.0,TP2,1000,SS,63.73617959183673
4.5,TP2,1000,SS,64.42640625
5.0,TP2,1000,SS,65.17742446043165
5.5,TP2,1000,SS,65.41516901408451
6.0,TP2,1000,SS,65.23635099337748
6.5,TP2,1000,SS,65.67176435045317
7.0,TP2,1000,SS,66.18527108433734
0.5,TP2,1200,SS,65.62559447004608
1.0,TP2,1200,SS,67.73972093023256
1.5,TP2,1200,SS,70.00462162162162
2.0,TP2,1200,SS,70.57840869565217
2.5,TP2,1200,SS,72.6474930875576
3.0,TP2,1200,SS,73.85770175438597
3.5,TP2,1200,SS,73.69826086956522
4.0,TP2,1200,SS,73.38461276595744
4.5,TP2,1200,SS,74.62486776859504
5.0,TP2,1200,SS,75.01520318725099
5.5,TP2,1200,SS,75.56807258064516
6.0,TP2,1200,SS,76.37065917602996
6.5,TP2,1200,SS,77.18885017421603
7.0,TP2,1200,SS,76.93187586206896
0.5,TP2,1400,SS,74.35818518518519
1.0,TP2,1400,SS,78.95657943925234
1.5,TP2,1400,SS,82.71565765765766
2.0,TP2,1400,SS,83.14838766519824
2.5,TP2,1400,SS,85.67130555555556
3.0,TP2,1400,SS,86.74163876651981
3.5,TP2,1400,SS,88.23955357142857
4.0,TP2,1400,SS,88.11803463203464
4.5,TP2,1400,SS,88.23808368200837
5.0,TP2,1400,SS,90.11476666666667
5.5,TP2,1400,SS,90.92182127659575
6.0,TP2,1400,SS,91.210024
6.5,TP2,1400,SS,93.17229962546817
7.0,TP2,1400,SS,93.60364312267659
0.5,TP2,1600,SS,85.42903255813953
1.0,TP2,1600,SS,91.2062159624413
1.5,TP2,1600,SS,95.4149589041096
2.0,TP2,1600,SS,96.9299288888889
2.5,TP2,1600,SS,99.24002790697675
3.0,TP2,1600,SS,101.11038938053098
3.5,TP2,1600,SS,101.71850892857142
4.0,TP2,1600,SS,102.14883982683983
4.5,TP2,1600,SS,102.61981355932204
5.0,TP2,1600,SS,104.84364556962025
5.5,TP2,1600,SS,105.54972294372294
6.0,TP2,1600,SS,106.76243514644352
6.5,TP2,1600,SS,107.18437692307693
7.0,TP2,1600,SS,107.05911627906977
0.5,TP2,1800,SS,90.92099056603773
1.0,TP2,1800,SS,96.97611320754717
1.5,TP2,1800,SS,101.97455963302752
2.0,TP2,1800,SS,103.05765178571428
2.5,TP2,1800,SS,105.59477570093458
3.0,TP2,1800,SS,106.24177777777778
3.5,TP2,1800,SS,107.52191891891893
4.0,TP2,1800,SS,108.44136521739131
4.5,TP2,1800,SS,108.61655932203391
5.0,TP2,1800,SS,109.2138487394958
5.5,TP2,1800,SS,110.34369827586207
6.0,TP2,1800,SS,111.11078151260504
6.5,TP2,1800,SS,112.73758139534883
7.0,TP2,1800,SS,111.94547286821705
0.5,TP2,1980,SS,91.72962037037038
1.0,TP2,1980,SS,100.24790566037736
1.5,TP2,1980,SS,104.86484403669725
2.0,TP2,1980,SS,104.7840796460177
2.5,TP2,1980,SS,108.01220657276994
3.0,TP2,1980,SS,108.60300444444444
3.5,TP2,1980,SS,108.86874999999999
4.0,TP2,1980,SS,108.16209649122807
4.5,TP2,1980,SS,108.68171186440678
5.0,TP2,1980,SS,109.23885232067511
5.5,TP2,1980,SS,110.52864935064935
6.0,TP2,1980,SS,111.00421097046413
6.5,TP2,1980,SS,112.60393798449611
7.0,TP2,1980,SS,112.68399215686276
0.5,TP2,800,SM,52.05120743034056
1.0,TP2,800,SM,52.37903658536585
1.5,TP2,800,SM,51.66485
2.0,TP2,800,SM,51.2199460916442
2.5,TP2,800,SM,52.04004100227791
3.0,TP2,800,SM,52.14467318982388
3.5,TP2,800,SM,51.931267657992564
4.0,TP2,800,SM,52.08013928571429
4.5,TP2,800,SM,52.72364016736402
5.0,TP2,800,SM,52.32936209150327
0.5,TP2,1000,SM,59.12964948453608
1.0,TP2,1000,SM,60.17661643835616
1.5,TP2,1000,SM,59.28224605678234
2.0,TP2,1000,SM,58.670116207951075
2.5,TP2,1000,SM,58.91080802292264
3.0,TP2,1000,SM,59.43641826923077
3.5,TP2,1000,SM,59.06638548752835
4.0,TP2,1000,SM,59.09672173913043
4.5,TP2,1000,SM,59.973996551724134
5.0,TP2,1000,SM,59.64850241545894
0.5,TP2,1200,SM,67.27722743682311
1.0,TP2,1200,SM,68.44382608695652
1.5,TP2,1200,SM,68.00643389830509
2.0,TP2,1200,SM,67.87337086092715
2.5,TP2,1200,SM,67.21430718954248
3.0,TP2,1200,SM,68.42317837837838
3.5,TP2,1200,SM,68.08547422680412
4.0,TP2,1200,SM,68.06299512195122
4.5,TP2,1200,SM,68.83465882352941
5.0,TP2,1200,SM,68.81434944237918
0.5,TP2,1400,SM,78.36288970588235
1.0,TP2,1400,SM,80.17230996309964
1.5,TP2,1400,SM,79.73191666666668
2.0,TP2,1400,SM,79.63088813559322
2.5,TP2,1400,SM,79.74854421768707
3.0,TP2,1400,SM,80.72152974504249
3.5,TP2,1400,SM,81.01948633879782
4.0,TP2,1400,SM,81.19396907216495
4.5,TP2,1400,SM,82.00417987152034
5.0,TP2,1400,SM,82.33446918489065
0.5,TP2,1600,SM,90.56760740740741
1.0,TP2,1600,SM,92.4581925925926
1.5,TP2,1600,SM,93.20324912280702
2.0,TP2,1600,SM,92.67806896551724
2.5,TP2,1600,SM,92.66501730103806
3.0,TP2,1600,SM,93.53959411764706
3.5,TP2,1600,SM,93.6689604519774
4.0,TP2,1600,SM,94.34965775401069
4.5,TP2,1600,SM,94.89495824175823
5.0,TP2,1600,SM,94.95085831622177
0.5,TP2,1800,SM,97.37357303370786
1.0,TP2,1800,SM,99.3732808988764
1.5,TP2,1800,SM,99.77001403508773
2.0,TP2,1800,SM,98.84989655172414
2.5,TP2,1800,SM,98.40659722222222
3.0,TP2,1800,SM,99.77104142011835
3.5,TP2,1800,SM,100.33298575498574
4.0,TP2,1800,SM,100.40932614555257
4.5,TP2,1800,SM,101.95458928571429
5.0,TP2,1800,SM,101.58025052192068
0.5,TP2,1980,SM,101.15077153558053
1.0,TP2,1980,SM,102.99159701492538
1.5,TP2,1980,SM,102.52872084805654
2.0,TP2,1980,SM,100.98555709342561
2.5,TP2,1980,SM,100.11178397212544
3.0,TP2,1980,SM,100.90835223880597
3.5,TP2,1980,SM,100.90087679083095
4.0,TP2,1980,SM,100.90134959349594
4.5,TP2,1980,SM,102.0224653243848
5.0,TP2,1980,SM,101.58123849372386
0.5,TP2,800,SL,51.759143939393944
1.0,TP2,800,SL,50.48229065743944
1.5,TP2,800,SL,50.00336050955414
2.0,TP2,800,SL,50.42724557522124
2.5,TP2,800,SL,50.04614792899408
3.0,TP2,800,SL,49.49556672443674
3.5,TP2,800,SL,50.07582060266293
4.0,TP2,800,SL,49.631813095994914
0.5,TP2,1000,SL,58.98086975717439
1.0,TP2,1000,SL,57.18124796747967
1.5,TP2,1000,SL,56.508519440124424
2.0,TP2,1000,SL,57.01107486631016
2.5,TP2,1000,SL,56.41870959902794
3.0,TP2,1000,SL,55.686565217391305
3.5,TP2,1000,SL,56.73434767641997
4.0,TP2,1000,SL,56.08256220472442
0.5,TP2,1200,SL,66.71528329297821
1.0,TP2,1200,SL,65.34793707865168
1.5,TP2,1200,SL,64.7016389380531
2.0,TP2,1200,SL,65.33937595129376
2.5,TP2,1200,SL,64.50457142857144
3.0,TP2,1200,SL,63.661136079900125
3.5,TP2,1200,SL,64.923169921875
4.0,TP2,1200,SL,64.18421318879855
0.5,TP2,1400,SL,78.63315710723192
1.0,TP2,1400,SL,76.87140983606557
1.5,TP2,1400,SL,76.0200149812734
2.0,TP2,1400,SL,76.69232626427406
2.5,TP2,1400,SL,76.25949262536874
3.0,TP2,1400,SL,75.21204533333334
3.5,TP2,1400,SL,76.80873958333333
4.0,TP2,1400,SL,75.89828543876567
0.5,TP2,1600,SL,90.39922727272726
1.0,TP2,1600,SL,88.77336515513127
1.5,TP2,1600,SL,87.23240152963672
2.0,TP2,1600,SL,88.80749324324324
2.5,TP2,1600,SL,88.22774193548388
3.0,TP2,1600,SL,87.45043055555556
3.5,TP2,1600,SL,89.18826594594594
4.0,TP2,1600,SL,87.9096746506986
0.5,TP2,1800,SL,97.74138461538462
1.0,TP2,1800,SL,96.13959518072289
1.5,TP2,1800,SL,94.82186744639377
2.0,TP2,1800,SL,95.5402866894198
2.5,TP2,1800,SL,94.99950778816199
3.0,TP2,1800,SL,94.38962535211269
3.5,TP2,1800,SL,95.87073638344226
4.0,TP2,1800,SL,95.23773957273653
0.5,TP2,1980,SL,102.01124102564103
1.0,TP2,1980,SL,99.06733658536585
1.5,TP2,1980,SL,96.93707874015747
2.0,TP2,1980,SL,97.75826989619377
2.5,TP2,1980,SL,96.95974803149606
3.0,TP2,1980,SL,95.8871623931624
3.5,TP2,1980,SL,97.66996692392503
4.0,TP2,1980,SL,96.19081678607984
0.5,TP2,800,MS,53.09630508474576
1.0,TP2,800,MS,55.00205982905983
1.5,TP2,800,MS,57.011434262948214
2.0,TP2,800,MS,56.69517777777778
2.5,TP2,800,MS,57.2288832807571
3.0,TP2,800,MS,58.218797872340424
0.5,TP2,1000,MS,59.893132743362834
1.0,TP2,1000,MS,62.14530941704036
1.5,TP2,1000,MS,64.46567659574468
2.0,TP2,1000,MS,63.9543070539419
2.5,TP2,1000,MS,65.89769169960475
3.0,TP2,1000,MS,66.62758278145695
0.5,TP2,1200,MS,67.07155251141552
1.0,TP2,1200,MS,71.53997222222222
1.5,TP2,1200,MS,74.72279646017698
2.0,TP2,1200,MS,75.51702183406114
2.5,TP2,1200,MS,77.55004424778761
3.0,TP2,1200,MS,78.77278490566037
0.5,TP2,1400,MS,77.61326851851852
1.0,TP2,1400,MS,83.41555140186915
1.5,TP2,1400,MS,88.9778125
2.0,TP2,1400,MS,90.64485840707965
2.5,TP2,1400,MS,93.04219266055046
3.0,TP2,1400,MS,93.755744
0.5,TP2,1600,MS,88.57035185185185
1.0,TP2,1600,MS,96.42189671361503
1.5,TP2,1600,MS,103.04453153153152
2.0,TP2,1600,MS,104.48964601769912
2.5,TP2,1600,MS,107.26482949308756
3.0,TP2,1600,MS,108.2770781893004
0.5,TP2,1800,MS,93.81287441860465
1.0,TP2,1800,MS,101.5966103286385
1.5,TP2,1800,MS,108.31368609865471
2.0,TP2,1800,MS,110.20730973451327
2.5,TP2,1800,MS,112.66657407407408
3.0,TP2,1800,MS,112.72367768595042
0.5,TP2,1980,MS,97.07498604651163
1.0,TP2,1980,MS,104.34130841121495
1.5,TP2,1980,MS,110.4690403587444
2.0,TP2,1980,MS,112.42325892857143
2.5,TP2,1980,MS,113.99338888888889
3.0,TP2,1980,MS,112.98946666666667
0.5,TP2,800,MM,52.85493902439024
1.0,TP2,800,MM,52.61264534883721
1.5,TP2,800,MM,53.117527196652716
2.0,TP2,800,MM,52.40866666666667
2.5,TP2,800,MM,52.902296187683284
3.0,TP2,800,MM,52.63818134715026
0.5,TP2,1000,MM,59.88339189189189
1.0,TP2,1000,MM,60.945069767441865
1.5,TP2,1000,MM,60.06658823529412
2.0,TP2,1000,MM,59.52604651162791
2.5,TP2,1000,MM,60.41087615526802
3.0,TP2,1000,MM,60.16380511182109
0.5,TP2,1200,MM,68.38544999999999
1.0,TP2,1200,MM,70.34849285714286
1.5,TP2,1200,MM,69.82340697674418
2.0,TP2,1200,MM,69.86993667546173
2.5,TP2,1200,MM,70.03009808102345
3.0,TP2,1200,MM,70.10251769087525
0.5,TP2,1400,MM,80.77575182481752
1.0,TP2,1400,MM,83.40819636363636
1.5,TP2,1400,MM,83.34824464831804
2.0,TP2,1400,MM,84.11547752808988
2.5,TP2,1400,MM,83.68937644341801
3.0,TP2,1400,MM,83.99846613545817
0.5,TP2,1600,MM,92.64663235294117
1.0,TP2,1600,MM,96.52476014760147
1.5,TP2,1600,MM,95.97417721518987
2.0,TP2,1600,MM,96.37433623188406
2.5,TP2,1600,MM,96.4352983293556
3.0,TP2,1600,MM,95.97634496919919
0.5,TP2,1800,MM,99.52110447761194
1.0,TP2,1800,MM,103.02704089219331
1.5,TP2,1800,MM,101.6668634920635
2.0,TP2,1800,MM,101.32708187134503
2.5,TP2,1800,MM,102.25799516908212
3.0,TP2,1800,MM,101.68666666666667
0.5,TP2,1980,MM,102.75387407407406
1.0,TP2,1980,MM,106.16251301115241
1.5,TP2,1980,MM,103.80216666666668
2.0,TP2,1980,MM,103.20454867256636
2.5,TP2,1980,MM,103.7578789346247
3.0,TP2,1980,MM,102.42005416666666
0.5,TP2,800,ML,52.024655555555555
1.0,TP2,800,ML,50.18645671267252
1.5,TP2,800,ML,49.94695694716243
2.0,TP2,800,ML,49.93197017045455
2.5,TP2,800,ML,50.23995151515151
0.5,TP2,1000,ML,59.400736383442265
1.0,TP2,1000,ML,57.455021604938274
1.5,TP2,1000,ML,56.827304452466905
2.0,TP2,1000,ML,56.61197012302284
2.5,TP2,1000,ML,57.23501680672269
0.5,TP2,1200,ML,67.44889786223278
1.0,TP2,1200,ML,66.01521505376344
1.5,TP2,1200,ML,65.03931855955679
2.0,TP2,1200,ML,65.33441025641027
2.5,TP2,1200,ML,65.97355145631069
0.5,TP2,1400,ML,79.75532512315272
1.0,TP2,1400,ML,78.46762357414448
1.5,TP2,1400,ML,77.40584977908689
2.0,TP2,1400,ML,77.58240655737706
2.5,TP2,1400,ML,77.54201452282157
0.5,TP2,1600,ML,91.82163184079603
1.0,TP2,1600,ML,90.65516634050881
1.5,TP2,1600,ML,89.17909559939302
2.0,TP2,1600,ML,89.11388275084555
2.5,TP2,1600,ML,90.3376461704423
0.5,TP2,1800,ML,99.44589898989899
1.0,TP2,1800,ML,97.76836327345309
1.5,TP2,1800,ML,96.16439069767442
2.0,TP2,1800,ML,95.53344137931035
2.5,TP2,1800,ML,96.61274535519125
0.5,TP2,1980,ML,103.28266666666667
1.0,TP2,1980,ML,100.7580120967742
1.5,TP2,1980,ML,98.11554446177847
2.0,TP2,1980,ML,97.66101398601398
2.5,TP2,1980,ML,98.73097350993378
0.5,TP2,800,LS,53.511162561576356
1.0,TP2,800,LS,71.35474137931034
1.5,TP2,800,LS,71.45413648293963
2.0,TP2,800,LS,71.24253243847875
0.5,TP2,1000,LS,54.98740404040404
1.0,TP2,1000,LS,80.41461306532663
