load,parallelization_strategy,frequency,request_type,performance
0.5,TP4,800,SM,0.1725037741661072
1.0,TP4,800,SM,0.208313512802124
1.5,TP4,800,SM,0.20677066326141355
2.0,TP4,800,SM,0.21936025619506838
2.5,TP4,800,SM,0.23082804441452023
3.0,TP4,800,SM,0.24086149215698238
3.5,TP4,800,SM,0.24608474731445315
4.0,TP4,800,SM,0.3008290243148801
4.5,TP4,800,SM,0.3115922927856444
5.0,TP4,800,SM,0.3143432521820068
0.5,TP4,1000,SM,0.15828646183013917
1.0,TP4,1000,SM,0.1624382495880127
1.5,TP4,1000,SM,0.16938833236694337
2.0,TP4,1000,SM,0.16838793754577636
2.5,TP4,1000,SM,0.17317816972732544
3.0,TP4,1000,SM,0.18371128082275381
3.5,TP4,1000,SM,0.2257647037506105
4.0,TP4,1000,SM,0.2098571729660034
4.5,TP4,1000,SM,0.21372448205947875
5.0,TP4,1000,SM,0.26343789100646947
0.5,TP4,1200,SM,0.12965559244155886
1.0,TP4,1200,SM,0.14263076782226564
1.5,TP4,1200,SM,0.1385675573348999
2.0,TP4,1200,SM,0.14735150337219238
2.5,TP4,1200,SM,0.1518945550918579
3.0,TP4,1200,SM,0.15408252716064447
3.5,TP4,1200,SM,0.1609906578063965
4.0,TP4,1200,SM,0.18272906303405756
4.5,TP4,1200,SM,0.1882003903388977
5.0,TP4,1200,SM,0.1832236671447754
0.5,TP4,1400,SM,0.11115897417068483
1.0,TP4,1400,SM,0.1183781623840332
1.5,TP4,1400,SM,0.35120768070220937
2.0,TP4,1400,SM,0.12757220268249514
2.5,TP4,1400,SM,0.13369032859802246
3.0,TP4,1400,SM,0.13626659631729124
3.5,TP4,1400,SM,0.13615090370178223
4.0,TP4,1400,SM,0.20568172454833983
4.5,TP4,1400,SM,0.17297074317932126
5.0,TP4,1400,SM,0.15790331840515134
0.5,TP4,1600,SM,0.10836538791656494
1.0,TP4,1600,SM,0.11211695671081542
1.5,TP4,1600,SM,0.11635497093200681
2.0,TP4,1600,SM,0.11726927757263184
2.5,TP4,1600,SM,0.12122346401214598
3.0,TP4,1600,SM,0.12038153409957883
3.5,TP4,1600,SM,0.12875639915466308
4.0,TP4,1600,SM,0.13310032367706293
4.5,TP4,1600,SM,0.12742613554000823
5.0,TP4,1600,SM,0.13841041564941406
0.5,TP4,1800,SM,0.09843955516815187
1.0,TP4,1800,SM,0.11498632431030274
1.5,TP4,1800,SM,0.11043521881103514
2.0,TP4,1800,SM,0.11586995124816894
2.5,TP4,1800,SM,0.11852122783660889
3.0,TP4,1800,SM,0.12109352588653564
3.5,TP4,1800,SM,0.135720386505127
4.0,TP4,1800,SM,0.12856140136718744
4.5,TP4,1800,SM,0.12703515052795408
5.0,TP4,1800,SM,0.13958967208862305
0.5,TP4,1980,SM,0.10257030010223389
1.0,TP4,1980,SM,0.11165566444396974
1.5,TP4,1980,SM,0.10118570327758789
2.0,TP4,1980,SM,0.10998826026916504
2.5,TP4,1980,SM,0.1180014443397522
3.0,TP4,1980,SM,0.11894985437393188
3.5,TP4,1980,SM,0.11824551582336426
4.0,TP4,1980,SM,0.1277480602264404
4.5,TP4,1980,SM,0.12821985244750966
5.0,TP4,1980,SM,0.14031406402587887
0.5,TP4,800,SL,0.20857250452041626
1.0,TP4,800,SL,0.2086263656616211
1.5,TP4,800,SL,0.21097089290618892
2.0,TP4,800,SL,0.21719770431518556
2.5,TP4,800,SL,0.23184385538101193
3.0,TP4,800,SL,0.2301488423347473
3.5,TP4,800,SL,0.270596923828125
4.0,TP4,800,SL,0.2566383838653564
0.5,TP4,1000,SL,0.14663870334625245
1.0,TP4,1000,SL,0.14778528213500977
1.5,TP4,1000,SL,0.16935808181762696
2.0,TP4,1000,SL,0.16726303100585938
2.5,TP4,1000,SL,0.17846528768539427
3.0,TP4,1000,SL,0.18554051876068112
3.5,TP4,1000,SL,0.20153907775878907
4.0,TP4,1000,SL,0.19963245391845696
0.5,TP4,1200,SL,0.14302825927734375
1.0,TP4,1200,SL,0.13515424728393555
1.5,TP4,1200,SL,0.1512507390975952
2.0,TP4,1200,SL,0.15288825035095216
2.5,TP4,1200,SL,0.1611787176132202
3.0,TP4,1200,SL,0.16015765428543088
3.5,TP4,1200,SL,0.15934303283691406
4.0,TP4,1200,SL,0.1637097072601318
0.5,TP4,1400,SL,0.1110598921775818
1.0,TP4,1400,SL,0.12228083610534668
1.5,TP4,1400,SL,0.13847008705139158
2.0,TP4,1400,SL,0.13422074317932128
2.5,TP4,1400,SL,0.13458772897720336
3.0,TP4,1400,SL,0.14107654094696043
3.5,TP4,1400,SL,0.17315172195434575
4.0,TP4,1400,SL,0.14159698486328123
0.5,TP4,1600,SL,0.11626340627670288
1.0,TP4,1600,SL,0.10050296783447266
1.5,TP4,1600,SL,0.12381033897399898
2.0,TP4,1600,SL,0.12773761749267581
2.5,TP4,1600,SL,0.128520987033844
3.0,TP4,1600,SL,0.12892274856567382
3.5,TP4,1600,SL,0.12560420989990234
4.0,TP4,1600,SL,0.1314626884460449
0.5,TP4,1800,SL,0.10753243446350098
1.0,TP4,1800,SL,0.10259194374084472
1.5,TP4,1800,SL,0.12095016479492184
2.0,TP4,1800,SL,0.12187323570251465
2.5,TP4,1800,SL,0.12277948856353758
3.0,TP4,1800,SL,0.11661565065383911
3.5,TP4,1800,SL,0.1287093448638916
4.0,TP4,1800,SL,0.14906526088714575
0.5,TP4,1980,SL,0.10820894241333008
1.0,TP4,1980,SL,0.10384268760681152
1.5,TP4,1980,SL,0.11545844078063965
2.0,TP4,1980,SL,0.1108778476715088
2.5,TP4,1980,SL,0.11703196525573731
3.0,TP4,1980,SL,0.12419342041015624
3.5,TP4,1980,SL,0.12127310752868653
4.0,TP4,1980,SL,0.1250761318206787
0.5,TP4,800,MS,0.3302492117881775
1.0,TP4,800,MS,0.44169955253601084
1.5,TP4,800,MS,0.40289199352264393
2.0,TP4,800,MS,0.46017656326293943
2.5,TP4,800,MS,0.5230364131927489
3.0,TP4,800,MS,0.5931125473976135
0.5,TP4,1000,MS,0.2706510043144227
1.0,TP4,1000,MS,0.260304069519043
1.5,TP4,1000,MS,0.3010477590560912
2.0,TP4,1000,MS,0.31972975730895997
2.5,TP4,1000,MS,0.3847471117973328
3.0,TP4,1000,MS,0.45560498714447023
0.5,TP4,1200,MS,0.23588453531265263
1.0,TP4,1200,MS,0.21466617584228517
1.5,TP4,1200,MS,0.24505354404449456
2.0,TP4,1200,MS,0.25979313850402835
2.5,TP4,1200,MS,0.3154069089889526
3.0,TP4,1200,MS,0.32539347648620603
0.5,TP4,1400,MS,0.20303995370864872
1.0,TP4,1400,MS,0.20844850540161133
1.5,TP4,1400,MS,0.20585699558258055
2.0,TP4,1400,MS,0.27414293289184577
2.5,TP4,1400,MS,0.24295359849929804
3.0,TP4,1400,MS,0.26682400465011596
0.5,TP4,1600,MS,0.18657648086547857
1.0,TP4,1600,MS,0.1839509963989258
1.5,TP4,1600,MS,0.23495178222656224
2.0,TP4,1600,MS,0.20354514122009282
2.5,TP4,1600,MS,0.21728616237640372
3.0,TP4,1600,MS,0.2518336606025695
0.5,TP4,1800,MS,0.1804203343391419
1.0,TP4,1800,MS,0.17103047370910646
1.5,TP4,1800,MS,0.19057417392730713
2.0,TP4,1800,MS,0.19119124412536623
2.5,TP4,1800,MS,0.21241332054138173
3.0,TP4,1800,MS,0.2281212210655212
0.5,TP4,1980,MS,0.17973200798034672
1.0,TP4,1980,MS,0.16881246566772462
1.5,TP4,1980,MS,0.1907383346557617
2.0,TP4,1980,MS,0.20632157325744632
2.5,TP4,1980,MS,0.20745819568634025
3.0,TP4,1980,MS,0.23136868476867672
0.5,TP4,800,MM,0.3126525330543518
1.0,TP4,800,MM,0.3665386199951172
1.5,TP4,800,MM,0.39579621791839575
2.0,TP4,800,MM,0.46014366149902347
2.5,TP4,800,MM,0.5609783220291138
3.0,TP4,800,MM,0.5899014019966126
0.5,TP4,1000,MM,0.267935631275177
1.0,TP4,1000,MM,0.27686724662780765
1.5,TP4,1000,MM,0.30542064666748037
2.0,TP4,1000,MM,0.3227588176727295
2.5,TP4,1000,MM,0.36117692470550533
3.0,TP4,1000,MM,0.47101771116256713
0.5,TP4,1200,MM,0.2225777530670166
1.0,TP4,1200,MM,0.24783034324645997
1.5,TP4,1200,MM,0.24594311714172357
2.0,TP4,1200,MM,0.2665588855743409
2.5,TP4,1200,MM,0.37242607355117785
3.0,TP4,1200,MM,0.3279295468330383
0.5,TP4,1400,MM,0.20464856386184696
1.0,TP4,1400,MM,0.18650388717651367
1.5,TP4,1400,MM,0.20895633220672605
2.0,TP4,1400,MM,0.22832536697387698
2.5,TP4,1400,MM,0.2704385137557983
3.0,TP4,1400,MM,0.2623094964027404
0.5,TP4,1600,MM,0.18716287851333618
1.0,TP4,1600,MM,0.17608442306518554
1.5,TP4,1600,MM,0.23838500022888157
2.0,TP4,1600,MM,0.20785193443298344
2.5,TP4,1600,MM,0.20974423170089715
3.0,TP4,1600,MM,0.24294039964675904
0.5,TP4,1800,MM,0.18125511884689333
1.0,TP4,1800,MM,0.18443756103515624
1.5,TP4,1800,MM,0.19378718852996824
2.0,TP4,1800,MM,0.19772019386291506
2.5,TP4,1800,MM,0.20353947639465328
3.0,TP4,1800,MM,0.2353145051002502
0.5,TP4,1980,MM,0.17786581039428712
1.0,TP4,1980,MM,0.16986422538757326
1.5,TP4,1980,MM,0.18887547969818114
2.0,TP4,1980,MM,0.20518374443054202
2.5,TP4,1980,MM,0.20547473669052121
3.0,TP4,1980,MM,0.23825314760208127
0.5,TP4,800,ML,0.3083008217811585
1.0,TP4,800,ML,0.44600429534912117
1.5,TP4,800,ML,0.40129620552062983
2.0,TP4,800,ML,0.4643418312072754
2.5,TP4,800,ML,0.5129479122161864
0.5,TP4,1000,ML,0.25753087759017945
1.0,TP4,1000,ML,0.2635779857635498
1.5,TP4,1000,ML,0.3051663875579833
2.0,TP4,1000,ML,0.3260193824768066
2.5,TP4,1000,ML,0.3661436700820923
0.5,TP4,1200,ML,0.23543102741241462
1.0,TP4,1200,ML,0.21571779251098633
1.5,TP4,1200,ML,0.2514727449417114
2.0,TP4,1200,ML,0.2663775444030762
2.5,TP4,1200,ML,0.29122044563293453
0.5,TP4,1400,ML,0.19298721313476563
1.0,TP4,1400,ML,0.197737979888916
1.5,TP4,1400,ML,0.21750011920928952
2.0,TP4,1400,ML,0.2344935417175293
2.5,TP4,1400,ML,0.27414147138595574
0.5,TP4,1600,ML,0.18671238183975225
1.0,TP4,1600,ML,0.2031347751617432
1.5,TP4,1600,ML,0.2007216691970825
2.0,TP4,1600,ML,0.21242890357971192
2.5,TP4,1600,ML,0.21614792585372924
0.5,TP4,1800,ML,0.17026301145553588
1.0,TP4,1800,ML,0.18393869400024415
1.5,TP4,1800,ML,0.19872811317443845
2.0,TP4,1800,ML,0.2070377826690674
2.5,TP4,1800,ML,0.20428092479705806
0.5,TP4,1980,ML,0.17894586801528933
1.0,TP4,1980,ML,0.1884322166442871
1.5,TP4,1980,ML,0.2049835157394409
2.0,TP4,1980,ML,0.20879006385803225
2.5,TP4,1980,ML,0.21723622560501096
0.5,TP4,800,LS,1.4808821749687198
1.0,TP4,800,LS,2.0967966556549076
1.5,TP4,800,LS,3.905543336868284
2.0,TP4,800,LS,6.56715054512024
0.5,TP4,1000,LS,1.1582674074172974
1.0,TP4,1000,LS,1.5602039337158204
1.5,TP4,1000,LS,2.712776432037351
2.0,TP4,1000,LS,3.3643348217010507
0.5,TP4,1200,LS,0.9624235248565675
1.0,TP4,1200,LS,1.2350338935852052
1.5,TP4,1200,LS,1.6894665145874017
2.0,TP4,1200,LS,2.496472835540772
0.5,TP4,1400,LS,0.8117471385002136
1.0,TP4,1400,LS,1.0664769172668458
1.5,TP4,1400,LS,1.2681774711608886
2.0,TP4,1400,LS,1.8325297832489018
0.5,TP4,1600,LS,0.7827079892158508
1.0,TP4,1600,LS,0.9617336750030517
1.5,TP4,1600,LS,1.2253558588027953
2.0,TP4,1600,LS,1.7318735122680669
0.5,TP4,1800,LS,0.7881999683380128
1.0,TP4,1800,LS,0.9602981567382812
1.5,TP4,1800,LS,1.2223638105392456
2.0,TP4,1800,LS,1.7524732589721685
0.5,TP4,1980,LS,0.8006591868400574
1.0,TP4,1980,LS,0.9652422428131103
1.5,TP4,1980,LS,1.2368216371536254
2.0,TP4,1980,LS,1.7952477455139164
0.5,TP4,800,LM,1.4800043630599977
1.0,TP4,800,LM,2.099559307098389
1.5,TP4,800,LM,3.8935121297836286
2.0,TP4,800,LM,6.647430658340455
0.5,TP4,1000,LM,1.1573399829864504
1.0,TP4,1000,LM,1.560479497909546
1.5,TP4,1000,LM,2.472839579582213
2.0,TP4,1000,LM,3.357951784133912
0.5,TP4,1200,LM,0.963764729499817
1.0,TP4,1200,LM,1.2405664443969728
1.5,TP4,1200,LM,1.6913851785659784
2.0,TP4,1200,LM,2.499025201797486
0.5,TP4,1400,LM,0.812055642604828
1.0,TP4,1400,LM,0.9969273090362549
1.5,TP4,1400,LM,1.2713783407211303
2.0,TP4,1400,LM,1.865530157089234
0.5,TP4,1600,LM,0.7897758221626282
1.0,TP4,1600,LM,0.9542672157287598
1.5,TP4,1600,LM,1.225618600845337
2.0,TP4,1600,LM,1.8494682312011723
0.5,TP4,1800,LM,0.7856110429763794
1.0,TP4,1800,LM,0.9610111236572266
1.5,TP4,1800,LM,1.2288130712509155
2.0,TP4,1800,LM,1.7565898895263676
0.5,TP4,1980,LM,0.7956186485290528
1.0,TP4,1980,LM,0.9757285594940186
1.5,TP4,1980,LM,1.2442497253417968
2.0,TP4,1980,LM,1.8000597000122076
0.5,TP4,800,LL,1.4821373867988588
1.0,TP4,800,LL,2.101882791519165
1.5,TP4,800,LL,4.014344968795775
0.5,TP4,1000,LL,1.1610802459716798
1.0,TP4,1000,LL,1.5673789501190187
1.5,TP4,1000,LL,2.485593004226683
0.5,TP4,1200,LL,0.9611872839927674
1.0,TP4,1200,LL,1.2408675193786622
1.5,TP4,1200,LL,1.6954673957824702
0.5,TP4,1400,LL,0.8130472970008851
1.0,TP4,1400,LL,0.9981487274169922
1.5,TP4,1400,LL,1.273405156135559
0.5,TP4,1600,LL,0.7873860597610474
1.0,TP4,1600,LL,0.9584159851074219
1.5,TP4,1600,LL,1.2263663721084592
0.5,TP4,1800,LL,0.7860893917083741
1.0,TP4,1800,LL,0.9573463916778565
1.5,TP4,1800,LL,1.226087050437927
0.5,TP4,1980,LL,0.7914494228363038
1.0,TP4,1980,LL,0.9711609363555909
1.5,TP4,1980,LL,1.2411559915542603
0.5,TP2,800,SS,0.2760498571395874
1.0,TP2,800,SS,0.28215951919555665
1.5,TP2,800,SS,0.3495409774780272
2.0,TP2,800,SS,0.38463811874389653
2.5,TP2,800,SS,0.4534773874282835
3.0,TP2,800,SS,0.4928063583374022
3.5,TP2,800,SS,2.2789149856567383
4.0,TP2,800,SS,4.234855217933655
4.5,TP2,800,SS,5.51250679731369
5.0,TP2,800,SS,9.683910770416258
5.5,TP2,800,SS,12.108908159732817
6.0,TP2,800,SS,13.316313138008118
6.5,TP2,800,SS,15.145620298385621
7.0,TP2,800,SS,16.11758371591568
0.5,TP2,1000,SS,0.23033698320388796
1.0,TP2,1000,SS,0.21936969757080077
1.5,TP2,1000,SS,0.24517968177795407
2.0,TP2,1000,SS,0.2782070636749268
2.5,TP2,1000,SS,0.2923299384117126
3.0,TP2,1000,SS,0.2988296961784363
3.5,TP2,1000,SS,0.35134153366088877
4.0,TP2,1000,SS,0.6225198078155514
4.5,TP2,1000,SS,2.1562218117713923
5.0,TP2,1000,SS,3.418463668823242
5.5,TP2,1000,SS,5.855923075675963
6.0,TP2,1000,SS,6.798978343009948
6.5,TP2,1000,SS,8.566463601589204
7.0,TP2,1000,SS,9.875245735645294
0.5,TP2,1200,SS,0.17389856576919557
1.0,TP2,1200,SS,0.2075211524963379
1.5,TP2,1200,SS,0.21013324737548827
2.0,TP2,1200,SS,0.22817621231079105
2.5,TP2,1200,SS,0.22381812334060666
3.0,TP2,1200,SS,0.25095684766769405
3.5,TP2,1200,SS,0.24745065689086915
4.0,TP2,1200,SS,0.34776523590087843
4.5,TP2,1200,SS,0.3591514992713928
5.0,TP2,1200,SS,1.494485340118408
5.5,TP2,1200,SS,2.5818801474571225
6.0,TP2,1200,SS,3.629122538566589
6.5,TP2,1200,SS,5.092687630653382
7.0,TP2,1200,SS,6.343267331123352
0.5,TP2,1400,SS,0.15644219636917117
1.0,TP2,1400,SS,0.15620236396789555
1.5,TP2,1400,SS,0.19571642875671386
2.0,TP2,1400,SS,0.19370365142822268
2.5,TP2,1400,SS,0.19642950773239135
3.0,TP2,1400,SS,0.2055850076675415
3.5,TP2,1400,SS,0.2363820743560791
4.0,TP2,1400,SS,0.2257357931137084
4.5,TP2,1400,SS,0.24808595657348598
5.0,TP2,1400,SS,0.40888829231262175
5.5,TP2,1400,SS,1.5358487915992733
6.0,TP2,1400,SS,2.1185137605667115
6.5,TP2,1400,SS,3.4566000699996957
7.0,TP2,1400,SS,4.572090401649475
0.5,TP2,1600,SS,0.1483811402320862
1.0,TP2,1600,SS,0.17327075004577638
1.5,TP2,1600,SS,0.17153410911560057
2.0,TP2,1600,SS,0.18507394790649415
2.5,TP2,1600,SS,0.19308614969253537
3.0,TP2,1600,SS,0.18807178974151612
3.5,TP2,1600,SS,0.20719245910644535
4.0,TP2,1600,SS,0.22624055862426756
4.5,TP2,1600,SS,0.2261743688583374
5.0,TP2,1600,SS,0.284669713973999
5.5,TP2,1600,SS,0.9952551269531245
6.0,TP2,1600,SS,1.5720175647735588
6.5,TP2,1600,SS,2.7317553162574773
7.0,TP2,1600,SS,3.6880996131896966
0.5,TP2,1800,SS,0.1486160206794739
1.0,TP2,1800,SS,0.18804097175598147
1.5,TP2,1800,SS,0.1765822696685791
2.0,TP2,1800,SS,0.16966643333435058
2.5,TP2,1800,SS,0.18395369768142697
3.0,TP2,1800,SS,0.19446609258651726
3.5,TP2,1800,SS,0.21155654907226565
4.0,TP2,1800,SS,0.22454045295715327
4.5,TP2,1800,SS,0.22798203945159912
5.0,TP2,1800,SS,0.2646939945220947
5.5,TP2,1800,SS,0.7635871100425717
6.0,TP2,1800,SS,1.6325895547866818
6.5,TP2,1800,SS,2.617302191257478
7.0,TP2,1800,SS,3.457893767356872
0.5,TP2,1980,SS,0.14793859243392948
1.0,TP2,1980,SS,0.16544046401977539
1.5,TP2,1980,SS,0.1782556104660034
2.0,TP2,1980,SS,0.17383956909179688
2.5,TP2,1980,SS,0.18268677711486817
3.0,TP2,1980,SS,0.19496675968170157
3.5,TP2,1980,SS,0.20152577400207522
4.0,TP2,1980,SS,0.28628329277038567
4.5,TP2,1980,SS,0.2306974577903744
5.0,TP2,1980,SS,0.25643712997436524
5.5,TP2,1980,SS,0.7486891531944273
6.0,TP2,1980,SS,1.4600670385360714
6.5,TP2,1980,SS,2.5352459907531744
7.0,TP2,1980,SS,3.367693722248077
0.5,TP2,800,SM,0.30007076025009155
1.0,TP2,800,SM,0.27376747131347656
1.5,TP2,800,SM,0.3572017717361449
2.0,TP2,800,SM,0.35764508247375487
2.5,TP2,800,SM,10.563019626140594
3.0,TP2,800,SM,15.521608309745787
3.5,TP2,800,SM,17.85703465461731
4.0,TP2,800,SM,19.31855620384216
4.5,TP2,800,SM,38.15937775373459
5.0,TP2,800,SM,41.11428790092468
0.5,TP2,1000,SM,0.22161555767059327
1.0,TP2,1000,SM,0.250792121887207
1.5,TP2,1000,SM,0.24283950328826903
2.0,TP2,1000,SM,0.2784651279449463
2.5,TP2,1000,SM,3.9426905751228327
3.0,TP2,1000,SM,9.45617426395416
3.5,TP2,1000,SM,12.154803714752198
4.0,TP2,1000,SM,13.478237018585203
4.5,TP2,1000,SM,27.041639788150786
5.0,TP2,1000,SM,29.783456916809083
0.5,TP2,1200,SM,0.1930357623100281
1.0,TP2,1200,SM,0.195330810546875
1.5,TP2,1200,SM,0.25386456012725817
2.0,TP2,1200,SM,0.22777981758117677
2.5,TP2,1200,SM,0.24083652257919305
3.0,TP2,1200,SM,6.615712549686428
3.5,TP2,1200,SM,8.806965684890747
4.0,TP2,1200,SM,10.357788467407225
4.5,TP2,1200,SM,21.067383909225462
5.0,TP2,1200,SM,23.22864903450012
0.5,TP2,1400,SM,0.16644632816314697
1.0,TP2,1400,SM,0.19250807762145997
1.5,TP2,1400,SM,0.18647906303405762
2.0,TP2,1400,SM,0.2610964298248291
2.5,TP2,1400,SM,0.2101875782012939
3.0,TP2,1400,SM,5.459868271350859
3.5,TP2,1400,SM,7.666269311904908
4.0,TP2,1400,SM,8.884374880790709
4.5,TP2,1400,SM,17.4388649725914
5.0,TP2,1400,SM,20.51474917411804
0.5,TP2,1600,SM,0.1760909676551819
1.0,TP2,1600,SM,0.16907100677490236
1.5,TP2,1600,SM,0.16210609912872312
2.0,TP2,1600,SM,0.19233946800231935
2.5,TP2,1600,SM,0.19687472581863402
3.0,TP2,1600,SM,4.660679886341093
3.5,TP2,1600,SM,6.656794118881226
4.0,TP2,1600,SM,8.004923129081725
4.5,TP2,1600,SM,16.283012850284575
5.0,TP2,1600,SM,19.112854957580566
0.5,TP2,1800,SM,0.16614826917648315
1.0,TP2,1800,SM,0.1579753875732422
1.5,TP2,1800,SM,0.1742063522338867
2.0,TP2,1800,SM,0.1844886302947998
2.5,TP2,1800,SM,0.19203587532043456
3.0,TP2,1800,SM,4.592490191459654
3.5,TP2,1800,SM,6.424448900222779
4.0,TP2,1800,SM,7.8163048124313335
4.5,TP2,1800,SM,15.824938011169433
5.0,TP2,1800,SM,18.569413356781006
0.5,TP2,1980,SM,0.17877153635025025
1.0,TP2,1980,SM,0.16929612159729004
1.5,TP2,1980,SM,0.1802255582809448
2.0,TP2,1980,SM,0.21159534454345708
2.5,TP2,1980,SM,0.18265071392059326
3.0,TP2,1980,SM,4.394467017650602
3.5,TP2,1980,SM,6.367835845947266
4.0,TP2,1980,SM,7.683322358131407
4.5,TP2,1980,SM,15.724287314414978
5.0,TP2,1980,SM,18.361621694564818
0.5,TP2,800,SL,0.3023491287231445
1.0,TP2,800,SL,0.276373291015625
1.5,TP2,800,SL,34.62822451114654
2.0,TP2,800,SL,41.66703906059265
2.5,TP2,800,SL,45.16410977602005
3.0,TP2,800,SL,54.80626401424403
3.5,TP2,800,SL,87.88376292228699
4.0,TP2,800,SL,98.58671781539917
0.5,TP2,1000,SL,0.20741465806961062
1.0,TP2,1000,SL,0.2472973346710205
1.5,TP2,1000,SL,23.74547263145447
2.0,TP2,1000,SL,30.19403953552246
2.5,TP2,1000,SL,33.93538690328598
3.0,TP2,1000,SL,40.679495527744265
3.5,TP2,1000,SL,69.7808739566803
4.0,TP2,1000,SL,76.9321640253067
0.5,TP2,1200,SL,0.1977497696876526
1.0,TP2,1200,SL,0.19862055778503418
1.5,TP2,1200,SL,17.16374726295471
2.0,TP2,1200,SL,24.104130506515503
2.5,TP2,1200,SL,27.355818691253663
3.0,TP2,1200,SL,32.777992451190926
3.5,TP2,1200,SL,59.858797035217286
4.0,TP2,1200,SL,64.65066224098206
0.5,TP2,1400,SL,0.17447510719299317
1.0,TP2,1400,SL,0.1845879077911377
1.5,TP2,1400,SL,14.488296184539793
2.0,TP2,1400,SL,20.66428623199463
2.5,TP2,1400,SL,24.715764379501344
3.0,TP2,1400,SL,29.647139298915846
3.5,TP2,1400,SL,54.525191898345945
4.0,TP2,1400,SL,58.96573184967041
0.5,TP2,1600,SL,0.15979300260543824
1.0,TP2,1600,SL,0.16423935890197755
1.5,TP2,1600,SL,13.581450786590576
2.0,TP2,1600,SL,19.117008876800536
2.5,TP2,1600,SL,23.12546072244644
3.0,TP2,1600,SL,25.624401438236234
3.5,TP2,1600,SL,51.855666418075565
4.0,TP2,1600,SL,56.49065200805664
0.5,TP2,1800,SL,0.16689173936843874
1.0,TP2,1800,SL,0.15403671264648439
1.5,TP2,1800,SL,12.769261322021483
2.0,TP2,1800,SL,18.830554389953612
2.5,TP2,1800,SL,22.52195728302002
3.0,TP2,1800,SL,25.03259241580963
3.5,TP2,1800,SL,51.445594272613526
4.0,TP2,1800,SL,55.135689501762386
0.5,TP2,1980,SL,0.16590978860855102
1.0,TP2,1980,SL,0.1734696388244629
1.5,TP2,1980,SL,12.672550048828125
2.0,TP2,1980,SL,18.413780975341798
2.5,TP2,1980,SL,21.93462594509125
3.0,TP2,1980,SL,24.712766227722167
3.5,TP2,1980,SL,50.702576122283936
4.0,TP2,1980,SL,54.44983704090118
0.5,TP2,800,MS,0.5415150046348571
1.0,TP2,800,MS,0.6658280849456788
1.5,TP2,800,MS,0.8645936918258661
2.0,TP2,800,MS,3.821101570129396
2.5,TP2,800,MS,8.70413038253784
3.0,TP2,800,MS,12.92960223197937
0.5,TP2,1000,MS,0.39747970819473266
1.0,TP2,1000,MS,0.49770956039428715
1.5,TP2,1000,MS,0.5705518722534179
2.0,TP2,1000,MS,0.758023500442505
2.5,TP2,1000,MS,3.4332512784004208
3.0,TP2,1000,MS,6.691083748340606
0.5,TP2,1200,MS,0.360439944267273
1.0,TP2,1200,MS,0.3831285953521729
1.5,TP2,1200,MS,0.42543632030487055
2.0,TP2,1200,MS,0.5045293807983399
2.5,TP2,1200,MS,1.4736267447471618
3.0,TP2,1200,MS,3.4732781982421876
0.5,TP2,1400,MS,0.3128681921958924
1.0,TP2,1400,MS,0.3102038860321045
1.5,TP2,1400,MS,0.34750126361846906
2.0,TP2,1400,MS,0.41754035949707036
2.5,TP2,1400,MS,0.5463252234458923
3.0,TP2,1400,MS,2.078229782581329
0.5,TP2,1600,MS,0.2899579071998597
1.0,TP2,1600,MS,0.3041237831115723
1.5,TP2,1600,MS,0.32642939567565904
2.0,TP2,1600,MS,0.3885113716125489
2.5,TP2,1600,MS,0.5305324959754942
3.0,TP2,1600,MS,1.694441599845886
0.5,TP2,1800,MS,0.287621443271637
1.0,TP2,1800,MS,0.29167022705078127
1.5,TP2,1800,MS,0.33376708984374986
2.0,TP2,1800,MS,0.38570857048034674
2.5,TP2,1800,MS,0.42132891416549684
3.0,TP2,1800,MS,1.7030759119987486
0.5,TP2,1980,MS,0.2909923720359803
1.0,TP2,1980,MS,0.3120543956756592
1.5,TP2,1980,MS,0.338354182243347
2.0,TP2,1980,MS,0.38545093536376956
2.5,TP2,1980,MS,0.41807952404022214
3.0,TP2,1980,MS,1.6500890159606931
0.5,TP2,800,MM,0.5418511438369751
1.0,TP2,800,MM,0.6215362071990967
1.5,TP2,800,MM,13.770079145431517
2.0,TP2,800,MM,17.145680904388428
2.5,TP2,800,MM,36.757389969825745
3.0,TP2,800,MM,39.8724591255188
0.5,TP2,1000,MM,0.42038716316223146
1.0,TP2,1000,MM,0.5723443031311036
1.5,TP2,1000,MM,8.06427876472473
2.0,TP2,1000,MM,11.63422737121582
2.5,TP2,1000,MM,25.678920097351075
3.0,TP2,1000,MM,29.163592050075533
0.5,TP2,1200,MM,0.3624124312400818
1.0,TP2,1200,MM,0.3846770763397217
1.5,TP2,1200,MM,5.0896394395828235
2.0,TP2,1200,MM,8.890981769561767
2.5,TP2,1200,MM,19.696874372959137
3.0,TP2,1200,MM,22.473473200798033
0.5,TP2,1400,MM,0.30948065280914305
1.0,TP2,1400,MM,0.33755240440368656
1.5,TP2,1400,MM,3.816546206474303
2.0,TP2,1400,MM,7.277431535720826
2.5,TP2,1400,MM,16.67137615919113
3.0,TP2,1400,MM,19.669474012851715
0.5,TP2,1600,MM,0.30575559616088865
1.0,TP2,1600,MM,0.3060751438140869
1.5,TP2,1600,MM,2.8084431505203247
2.0,TP2,1600,MM,6.486933994293214
2.5,TP2,1600,MM,15.37208032131195
3.0,TP2,1600,MM,18.601352210044862
